0,603999
1,603998
2,603997
3,603996
4,603993
5,603991
6,603990
7,603989
8,603988
9,603987
10,603986
11,603985
12,603980
13,603979
14,603978
15,603977
16,603976
17,603970
18,603969
19,603968
20,603966
21,603963
22,603960
23,603959
24,603958
25,603955
26,603939
27,603938
28,603937
29,603936
30,603933
31,603929
32,603928
33,603926
34,603922
35,603920
36,603919
37,603918
38,603917
39,603916
40,603912
41,603909
42,603908
43,603906
44,603903
45,603901
46,603900
47,603899
48,603898
49,603897
50,603896
51,603895
52,603890
53,603889
54,603888
55,603887
56,603886
57,603885
58,603883
59,603882
60,603881
61,603880
62,603879
63,603878
64,603877
65,603876
66,603871
67,603869
68,603868
69,603866
70,603861
71,603860
72,603859
73,603858
74,603856
75,603855
76,603848
77,603843
78,603839
79,603838
80,603833
81,603829
82,603828
83,603826
84,603825
85,603823
86,603822
87,603819
88,603818
89,603817
90,603816
91,603813
92,603811
93,603810
94,603809
95,603808
96,603806
97,603803
98,603801
99,603800
100,603799
101,603798
102,603797
103,603790
104,603789
105,603788
106,603787
107,603779
108,603778
109,603777
110,603776
111,603773
112,603768
113,603767
114,603766
115,603758
116,603757
117,603738
118,603737
119,603733
120,603730
121,603729
122,603728
123,603727
124,603726
125,603725
126,603722
127,603721
128,603718
129,603717
130,603716
131,603713
132,603712
133,603711
134,603709
135,603708
136,603707
137,603706
138,603703
139,603701
140,603699
141,603698
142,603696
143,603693
144,603690
145,603689
146,603688
147,603686
148,603685
149,603683
150,603680
151,603679
152,603678
153,603677
154,603676
155,603669
156,603668
157,603667
158,603666
159,603665
160,603663
161,603661
162,603660
163,603659
164,603658
165,603657
166,603656
167,603655
168,603650
169,603648
170,603639
171,603638
172,603637
173,603636
174,603633
175,603630
176,603628
177,603626
178,603619
179,603618
180,603617
181,603616
182,603615
183,603612
184,603611
185,603609
186,603608
187,603607
188,603606
189,603605
190,603603
191,603602
192,603601
193,603600
194,603599
195,603598
196,603596
197,603595
198,603590
199,603589
200,603588
201,603587
202,603586
203,603585
204,603583
205,603580
206,603579
207,603578
208,603577
209,603569
210,603568
211,603567
212,603566
213,603559
214,603558
215,603557
216,603556
217,603555
218,603538
219,603536
220,603535
221,603533
222,603528
223,603527
224,603520
225,603519
226,603518
227,603517
228,603516
229,603515
230,603508
231,603507
232,603506
233,603505
234,603501
235,603500
236,603499
237,603496
238,603488
239,603486
240,603477
241,603466
242,603458
243,603456
244,603444
245,603429
246,603421
247,603416
248,603399
249,603398
250,603396
251,603393
252,603389
253,603388
254,603387
255,603386
256,603385
257,603383
258,603380
259,603378
260,603377
261,603369
262,603368
263,603367
264,603366
265,603365
266,603363
267,603360
268,603359
269,603358
270,603357
271,603356
272,603355
273,603348
274,603345
275,603339
276,603338
277,603337
278,603336
279,603335
280,603333
281,603331
282,603330
283,603329
284,603328
285,603326
286,603323
287,603322
288,603321
289,603320
290,603319
291,603318
292,603316
293,603315
294,603313
295,603311
296,603309
297,603308
298,603306
299,603305
300,603303
301,603301
302,603300
303,603299
304,603298
305,603297
306,603289
307,603288
308,603286
309,603283
310,603278
311,603277
312,603269
313,603268
314,603266
315,603260
316,603259
317,603258
318,603239
319,603238
320,603233
321,603232
322,603229
323,603228
324,603227
325,603226
326,603225
327,603223
328,603222
329,603218
330,603214
331,603208
332,603203
333,603200
334,603199
335,603198
336,603197
337,603196
338,603192
339,603189
340,603188
341,603186
342,603183
343,603181
344,603180
345,603179
346,603178
347,603177
348,603169
349,603168
350,603167
351,603166
352,603165
353,603161
354,603160
355,603159
356,603158
357,603157
358,603156
359,603139
360,603138
361,603136
362,603133
363,603131
364,603129
365,603128
366,603127
367,603126
368,603123
369,603118
370,603117
371,603116
372,603113
373,603111
374,603110
375,603108
376,603106
377,603105
378,603103
379,603101
380,603100
381,603099
382,603098
383,603096
384,603090
385,603089
386,603088
387,603086
388,603085
389,603083
390,603081
391,603080
392,603079
393,603078
394,603077
395,603076
396,603069
397,603067
398,603066
399,603063
400,603060
401,603059
402,603058
403,603056
404,603055
405,603050
406,603045
407,603043
408,603042
409,603041
410,603040
411,603039
412,603038
413,603037
414,603036
415,603035
416,603033
417,603032
418,603031
419,603030
420,603029
421,603028
422,603027
423,603026
424,603025
425,603023
426,603022
427,603021
428,603020
429,603019
430,603018
431,603017
432,603016
433,603015
434,603013
435,603012
436,603011
437,603010
438,603009
439,603008
440,603007
441,603006
442,603005
443,603003
444,603002
445,603001
446,603000
447,601999
448,601998
449,601997
450,601996
451,601992
452,601991
453,601990
454,601989
455,601988
456,601985
457,601969
458,601968
459,601966
460,601965
461,601958
462,601952
463,601949
464,601939
465,601933
466,601929
467,601928
468,601919
469,601918
470,601908
471,601901
472,601900
473,601899
474,601898
475,601890
476,601888
477,601886
478,601882
479,601881
480,601880
481,601878
482,601877
483,601872
484,601869
485,601866
486,601858
487,601857
488,601838
489,601828
490,601818
491,601811
492,601808
493,601801
494,601800
495,601799
496,601798
497,601789
498,601788
499,601777
500,601766
501,601727
502,601718
503,601717
504,601700
505,601699
506,601689
507,601688
508,601678
509,601677
510,601669
511,601668
512,601666
513,601636
514,601633
515,601628
516,601619
517,601618
518,601616
519,601611
520,601608
521,601607
522,601606
523,601601
524,601600
525,601599
526,601595
527,601588
528,601579
529,601577
530,601567
531,601566
532,601558
533,601555
534,601519
535,601518
536,601515
537,601500
538,601398
539,601390
540,601388
541,601377
542,601375
543,601369
544,601368
545,601366
546,601360
547,601339
548,601336
549,601333
550,601330
551,601328
552,601326
553,601318
554,601311
555,601288
556,601258
557,601238
558,601233
559,601231
560,601229
561,601228
562,601226
563,601225
564,601222
565,601218
566,601216
567,601212
568,601211
569,601208
570,601200
571,601199
572,601198
573,601188
574,601186
575,601179
576,601177
577,601169
578,601168
579,601166
580,601163
581,601162
582,601158
583,601155
584,601139
585,601138
586,601137
587,601128
588,601127
589,601126
590,601118
591,601117
592,601116
593,601113
594,601111
595,601108
596,601107
597,601106
598,601101
599,601100
600,601099
601,601098
602,601088
603,601086
604,601069
605,601068
606,601066
607,601058
608,601038
609,601028
610,601021
611,601020
612,601019
613,601018
614,601016
615,601015
616,601012
617,601011
618,601010
619,601009
620,601008
621,601007
622,601006
623,601005
624,601003
625,601002
626,601001
627,601000
628,600999
629,600998
630,600997
631,600996
632,600995
633,600993
634,600992
635,600990
636,600988
637,600987
638,600986
639,600985
640,600984
641,600983
642,600982
643,600981
644,600980
645,600979
646,600978
647,600977
648,600976
649,600975
650,600973
651,600971
652,600970
653,600969
654,600967
655,600966
656,600965
657,600963
658,600962
659,600961
660,600960
661,600959
662,600958
663,600939
664,600936
665,600933
666,600929
667,600926
668,600919
669,600917
670,600909
671,600908
672,600903
673,600901
674,600900
675,600898
676,600897
677,600896
678,600895
679,600894
680,600893
681,600892
682,600891
683,600890
684,600889
685,600888
686,600887
687,600886
688,600885
689,600884
690,600883
691,600882
692,600881
693,600880
694,600879
695,600877
696,600876
697,600875
698,600874
699,600873
700,600872
701,600871
702,600870
703,600869
704,600868
705,600867
706,600866
707,600865
708,600864
709,600863
710,600862
711,600861
712,600860
713,600859
714,600858
715,600857
716,600856
717,600855
718,600854
719,600853
720,600851
721,600850
722,600848
723,600847
724,600846
725,600845
726,600844
727,600843
728,600841
729,600839
730,600838
731,600837
732,600836
733,600835
734,600834
735,600833
736,600831
737,600830
738,600829
739,600828
740,600827
741,600826
742,600825
743,600824
744,600823
745,600822
746,600821
747,600820
748,600819
749,600818
750,600817
751,600816
752,600815
753,600814
754,600812
755,600811
756,600810
757,600809
758,600808
759,600807
760,600805
761,600804
762,600803
763,600802
764,600801
765,600800
766,600798
767,600797
768,600796
769,600795
770,600794
771,600793
772,600792
773,600791
774,600790
775,600789
776,600787
777,600785
778,600784
779,600783
780,600782
781,600781
782,600780
783,600779
784,600778
785,600777
786,600776
787,600775
788,600774
789,600773
790,600771
791,600770
792,600769
793,600768
794,600767
795,600766
796,600765
797,600764
798,600763
799,600761
800,600760
